overall,age
72,25
72,24
72,24
72,24
72,24
72,24
72,24
72,24
72,24
72,26
72,25
72,25
72,24
72,24
72,25
72,25
72,23
72,24
72,24
72,24
72,25
72,25
72,25
72,24
72,25
72,25
72,22
72,27
72,26
72,27
72,26
72,26
72,27
72,26
72,24
72,26
72,26
72,26
72,26
72,26
72,26
72,24
72,25
72,24
72,26
72,26
72,26
72,24
72,25
72,26
72,26
72,24
72,26
72,26
72,25
72,25
72,26
72,26
72,26
72,25
72,25
72,26
72,22
72,24
72,26
72,26
72,24
72,25
72,25
72,24
72,26
72,25
72,27
72,25
72,25
72,25
72,24
72,27
72,26
72,25
72,26
72,25
72,24
72,22
72,26
72,25
72,25
72,26
72,25
72,27
72,27
72,25
72,26
72,28
72,28
72,29
72,28
72,26
72,28
72,29
72,26
72,25
72,25
72,28
72,26
72,26
72,26
72,27
72,28
72,25
72,25
72,27
72,27
72,25
72,27
72,26
72,26
72,26
72,26
72,26
72,26
72,24
72,26
72,26
72,28
72,25
72,27
72,29
72,27
72,27
72,27
72,30
72,27
72,27
72,27
72,28
72,26
72,29
72,28
72,27
72,27
72,28
72,27
72,27
72,26
72,27
72,27
72,27
72,25
72,27
72,27
72,26
72,27
72,28
72,26
72,27
72,27
72,25
72,27
72,26
72,26
72,26
72,27
72,28
72,27
72,28
72,27
72,27
72,27
72,25
72,26
72,26
72,29
72,27
72,27
72,27
72,30
72,27
72,26
72,27
72,27
72,27
72,29
72,27
72,27
72,28
72,26
72,27
72,26
72,27
72,27
72,29
72,27
72,27
72,36
72,37
72,36
72,36
72,32
72,35
72,35
72,34
72,35
72,36
72,39
72,33
72,34
72,37
72,34
72,37
72,36
72,35
72,34
72,30
72,41
72,35
72,33
72,32
72,32
72,35
72,34
72,33
72,34
72,34
72,36
72,34
72,36
72,34
72,36
72,33
72,34
72,31
72,32
72,28
72,34
72,35
72,31
72,32
72,37
72,31
72,30
72,33
72,33
72,35
72,34
72,33
72,31
72,32
72,32
72,34
72,35
72,30
72,34
72,32
72,33
72,30
72,35
72,34
72,34
72,31
72,31
72,33
72,31
72,33
72,38
72,30
72,29
72,33
72,31
72,33
72,38
72,31
72,35
72,32
72,34
72,32
72,32
72,30
72,31
72,34
72,33
72,29
72,32
72,32
72,30
72,32
72,31
72,31
72,29
72,28
72,31
72,30
72,33
72,31
72,28
72,29
72,30
72,33
72,30
72,31
72,34
72,31
72,29
72,31
72,31
72,32
72,30
72,32
72,30
72,33
72,36
72,32
72,27
72,29
72,37
72,33
72,32
72,31
72,30
72,34
72,31
72,33
72,29
72,30
72,30
72,29
72,30
72,28
72,28
72,35
72,29
72,29
72,33
72,29
72,28
72,32
72,28
72,29
72,30
72,28
72,30
72,32
72,32
72,30
72,29
72,27
72,32
72,31
72,28
72,30
72,29
72,27
72,28
72,33
72,32
72,32
72,31
72,28
72,32
72,28
72,30
72,30
72,31
72,28
72,27
72,28
72,34
72,27
72,27
72,29
72,29
72,29
72,29
72,31
72,31
72,28
72,31
72,30
72,29
72,29
72,28
72,33
72,27
72,29
72,31
72,28
72,29
72,29
72,28
72,27
72,30
72,27
72,28
72,27
72,28
72,28
72,26
72,29
72,32
72,29
72,27
72,29
72,27
72,29
72,29
72,28
72,27
72,28
72,30
72,27
72,30
72,34
72,27
72,28
72,32
72,30
72,27
72,31
72,32
72,31
72,28
72,27
72,30
72,34
72,29
72,28
72,32
72,33
72,29
72,28
72,28
72,25
72,30
72,28
72,29
72,29
72,30
72,29
72,27
72,27
72,27
72,32
72,30
72,27
72,27
72,33
72,30
72,29
72,28
72,28
72,27
72,34
72,32
72,29
72,30
72,28
72,35
72,28
72,29
72,30
72,26
72,28
72,28
72,31
72,31
72,31
72,32
72,29
72,29
72,29
72,30
72,27
72,27
72,33
72,31
72,29
72,30
72,26
72,30
72,27
72,27
72,25
72,27
72,29
72,28
72,28
72,27
72,29
72,28
72,30
72,30
72,27
72,27
72,31
72,29
72,29
72,33
72,28
72,29
72,29
72,28
72,27
72,30
72,29
72,35
72,35
72,27
72,27
72,35
72,27
72,27
72,27
72,27
72,35
72,35
72,27
72,31
72,35
72,27
72,35
72,31
72,27
72,31
72,35
72,31
72,31
72,31
72,35
72,31
72,31
72,35
72,26
72,27
72,27
72,29
72,31
72,31
72,31
72,27
72,32
72,29
72,35
72,27
72,27
72,29
72,29
72,26
72,35
72,38
71,18
71,19
71,20
71,18
71,19
71,20
71,19
71,21
71,19
71,18
71,19
71,22
71,22
71,21
71,21
71,21
71,19
71,19
71,20
71,22
71,21
71,21
71,21
71,22
71,20
71,20
71,21
71,20
71,22
71,19
71,20
71,22
71,22
71,21
71,22
71,22
71,20
71,21
71,20
71,20
71,20
71,22
71,20
71,24
71,21
71,24
71,22
71,21
71,23
71,20
71,23
71,22
71,20
71,21
71,21
71,22
71,23
71,21
71,20
71,22
71,22
71,23
71,24
71,22
71,23
71,21
71,21
71,22
71,21
71,21
71,23
71,23
71,23
71,21
71,23
71,22
71,20
71,24
71,25
71,23
71,24
71,23
71,23
71,23
71,24
71,23
71,23
71,23
71,21
71,22
71,24
71,23
71,23
71,22
71,24
71,23
71,23
71,21
71,22
71,24
71,22
71,22
71,22
71,24
71,25
71,24
71,24
71,24
71,24
71,24
71,23
71,24
71,23
71,24
71,23
71,23
71,23
71,24
71,23
71,22
71,23
71,23
71,22
71,24
71,23
71,21
71,21
71,22
71,24
71,23
71,23
71,23
71,25
71,26
71,25
71,24
71,26
71,24
71,24
71,25
71,25
71,23
71,23
71,25
71,25
71,25
71,25
71,25
71,26
71,25
71,24
71,24
71,24
71,23
71,24
71,23
71,24
71,24
71,25
71,24
71,24
71,24
71,23
71,25
71,24
71,24
71,23
71,25
71,23
71,23
71,24
71,23
71,24
71,24
71,23
71,25
71,26
71,26
71,25
71,25
71,24
71,25
71,24
71,25
71,25
71,24
71,25
71,25
71,24
71,25
71,24
71,25
71,26
71,24
71,25
71,24
71,25
71,24
71,24
71,25
71,23
71,25
71,25
71,23
71,24
71,26
71,25
71,23
71,23
71,27
71,27
71,26
71,27
71,26
71,27
71,26
71,26
71,28
71,25
71,27
71,24
71,25
71,26
71,27
71,26
71,25
71,26
71,26
71,26
71,25
71,25
71,24
71,27
71,25
71,25
71,25
71,26
71,26
71,26
71,24
71,26
71,25
71,24
71,27
71,26
71,26
71,25
71,27
71,25
71,24
71,27
71,26
71,26
71,26
71,26
71,24
71,26
71,27
71,26
71,27
71,25
71,24
71,26
71,26
71,26
71,26
71,24
71,25
71,25
71,26
71,27
71,24
71,26
71,25
71,26
71,23
71,26
71,26
71,29
71,27
71,28
71,25
71,28
71,26
71,26
71,26
71,26
71,26
71,25
71,27
71,26
71,27
71,27
71,26
71,27
71,26
71,28
71,27
71,27
71,25
71,25
71,26
71,28
71,24
71,25
71,27
71,25
71,27
71,28
71,27
71,28
71,27
71,29
71,28
71,27
71,29
71,28
71,27
71,27
71,26
71,27
71,27
71,27
71,26
71,25
71,26
71,28
71,27
71,27
71,26
71,29
71,27
71,26
71,24
71,27
71,29
71,27
71,27
71,26
71,26
71,27
71,26
71,26
71,27
71,26
71,27
71,27
71,28
71,26
71,27
71,28
71,26
71,27
71,26
71,27
71,27
71,27
71,27
71,26
71,27
71,26
71,30
71,25
71,27
71,27
71,26
71,27
71,27
71,27
71,27
71,27
71,27
71,28
71,26
71,29
71,27
71,40
71,40
71,38
71,38
71,36
71,35
71,35
71,35
71,33
71,37
71,36
71,32
71,38
71,34
71,37
71,35
71,27
71,28
71,33
71,36
71,34
71,35
71,35
71,34
71,33
71,33
71,35
71,34
71,34
71,31
71,33
71,39
71,33
71,32
71,34
71,35
71,35
71,34
71,32
71,35
71,33
71,33
71,34
71,32
71,33
71,31
71,31
71,34
71,31
71,31
71,33
71,32
71,30
71,32
71,31
71,33
71,30
71,33
71,34
71,31
71,33
71,34
71,32
71,30
71,33
71,32
71,31
71,33
71,32
71,31
71,32
71,31
71,30
71,32
71,33
71,32
71,32
71,32
71,29
71,30
71,30
71,33
71,32
71,36
71,30
71,29
71,32
71,29
71,31
71,32
71,29
71,29
71,31
71,29
71,29
71,31
71,34
71,36
71,30
71,31
71,33
71,31
71,30
71,30
71,32
71,30
71,30
71,31
71,29
71,31
71,32
71,28
71,31
71,34
71,32
71,29
71,29
71,30
71,29
71,30
71,31
71,31
71,28
71,31
71,33
71,28
71,28
71,32
71,30
71,29
71,29
71,29
71,28
71,33
71,28
71,26
71,29
71,32
71,32
71,30
71,31
71,31
71,30
71,30
71,27
71,31
71,29
71,30
71,29
71,29
71,33
71,30
71,33
71,31
71,28
71,33
71,29
71,28
71,30
71,30
71,31
71,29
71,27
71,29
71,29
71,33
71,29
71,32
71,27
71,35
71,30
71,33
71,27
71,29
71,30
71,27
71,30
71,33
71,29
71,31
71,28
71,34
71,28
71,28
71,30
71,29
71,31
71,28
71,28
71,29
71,32
71,31
71,31
71,30
71,29
71,31
71,27
71,30
71,28
71,27
71,27
71,29
71,30
71,31
71,27
71,31
71,33
71,31
71,28
71,31
71,31
71,27
71,28
71,34
71,29
71,28
71,28
71,34
71,29
71,27
71,27
71,28
71,29
71,31
71,29
71,29
71,28
71,28
71,29
71,27
71,27
71,28
71,31
71,29
71,30
71,28
71,29
71,28
71,30
71,30
71,28
71,28
71,30
71,27
71,30
71,29
71,30
71,29
71,27
71,29
71,33
71,31
71,27
71,30
71,31
71,31
71,30
71,29
71,33
71,32
71,27
71,30
71,28
71,30
71,34
71,35
71,28
71,30
71,30
71,29
71,28
71,29
71,32
71,39
71,28
71,30
71,28
71,32
71,29
71,26
71,28
71,31
71,28
71,27
71,27
71,29
71,29
71,30
71,28
71,28
71,29
71,27
71,27
71,35
71,27
71,31
71,27
71,35
71,27
71,35
71,35
71,35
71,31
71,31
71,35
71,35
71,35
71,35
71,35
71,31
71,31
71,31
71,35
71,31
71,31
71,31
71,29
71,30
71,30
71,28
71,32
71,35
71,31
71,28
71,28
71,30
71,30
71,26
71,28
71,29
71,28
71,29
71,35
71,35
71,27
71,35
71,29
71,30
71,28
70,18
70,18
70,20
70,19
70,18
70,19
70,19
70,19
70,16
70,19
70,20
70,18
70,20
70,21
70,20
70,19
70,21
70,19
70,19
70,19
70,20
70,19
70,21
70,19
70,20
70,19
70,21
70,20
70,20
70,19
70,20
70,21
70,21
70,21
70,21
70,20
70,20
70,21
70,21
70,20
70,20
70,20
70,22
70,22
70,22
70,19
70,22
70,21
70,21
70,21
70,20
70,20
70,21
70,21
70,23
70,20
70,21
70,21
70,21
70,22
70,21
70,21
70,21
70,21
70,21
70,21
70,21
70,22
70,21
70,23
70,21
70,21
70,21
70,21
70,22
70,20
70,22
70,23
70,22
70,20
70,21
70,23
70,24
70,22
70,22
70,22
70,23
70,22
70,23
70,23
70,22
70,21
70,22
70,23
70,21
70,22
70,23
70,21
70,21
70,22
70,21
70,21
70,19
70,22
70,21
70,22
70,23
70,24
70,23
70,24
70,22
70,23
70,22
70,22
70,22
70,21
70,23
70,22
70,22
70,23
70,22
70,21
70,23
70,24
70,22
70,22
70,22
70,22
70,21
70,23
70,23
70,22
70,22
70,22
70,23
70,22
70,23
70,23
70,23
70,23
70,22
70,22
70,23
70,21
70,23
70,24
70,25
70,23
70,23
70,23
70,23
70,23
70,22
70,22
70,23
70,23
70,23
70,23
70,23
70,23
70,24
70,22
70,23
70,22
70,23
70,22
70,24
70,22
70,22
70,23
70,23
70,24
70,23
70,24
70,23
70,24
70,23
70,24
70,24
70,24
70,24
70,22
70,22
70,23
70,23
70,22
70,22
70,22
70,23
70,22
70,24
70,24
70,23
70,24
70,24
70,23
70,24
70,23
70,23
70,23
70,24
70,23
70,23
70,24
70,24
70,24
70,22
70,25
70,26
70,25
70,24
70,25
70,23
70,25
70,24
70,25
70,25
70,25
70,24
70,26
70,24
70,25
70,25
70,24
70,24
70,24
70,24
70,25
70,23
70,26
70,24
70,24
70,24
70,24
70,25
70,25
70,25
70,23
70,23
70,24
70,25
70,25
70,23
70,23
70,24
70,24
70,25
70,25
70,24
70,25
70,24
70,23
70,24
70,25
70,25
70,24
70,24
70,24
70,26
70,25
70,25
70,24
70,25
70,25
70,24
70,23
70,25
70,23
70,24
70,25
70,25
70,23
70,23
70,24
70,24
70,26
70,26
70,26
70,25
70,25
70,25
70,24
70,25
70,23
70,25
70,24
70,24
70,25
70,24
70,25
70,24
70,25
70,24
70,25
70,26
70,23
70,24
70,25
70,24
70,24
70,24
70,24
70,25
70,25
70,24
70,26
70,25
70,22
70,24
70,24
70,24
70,24
70,27
70,25
70,24
70,25
70,26
70,27
70,27
70,27
70,27
70,26
70,26
70,26
70,25
70,25
70,26
70,25
70,26
70,26
70,26
70,25
70,26
70,27
70,26
70,25
70,25
70,26
70,26
70,26
70,24
70,25
70,26
70,26
70,25
70,27
70,25
70,27
70,25
70,26
70,24
70,26
70,26
70,25
70,26
70,24
70,26
70,26
70,25
70,26
70,26
70,27
70,24
70,25
70,26
70,25
70,25
70,24
70,26
70,25
70,25
70,26
70,26
70,28
70,27
70,27
70,26
70,26
70,27
70,28
70,26
70,27
70,26
70,26
70,28
70,26
70,25
70,25
70,26
70,27
70,27
70,29
70,25
70,25
70,27
70,26
70,26
70,25
70,26
70,26
70,28
70,25
70,27
70,27
70,28
70,28
70,27
70,28
70,28
70,27
70,27
70,28
70,27
70,27
70,27
70,28
70,27
70,29
70,27
70,27
70,27
70,25
70,27
70,27
70,27
70,29
70,26
70,28
70,27
70,27
70,26
70,27
70,27
70,26
70,29
70,28
70,27
70,26
70,25
70,27
70,27
70,27
70,27
70,26
70,29
70,27
70,26
70,27
70,30
70,29
70,27
70,28
70,27
70,26
70,27
70,28
70,26
70,26
70,28
70,26
70,27
70,26
70,27
70,25
70,27
70,27
70,27
70,27
70,27
70,27
70,29
70,30
70,27
70,26
70,25
70,33
70,37
70,35
70,34
70,34
70,38
70,38
70,33
70,39
70,39
70,35
70,39
70,28
70,36
70,36
70,35
70,33
70,36
70,39
70,37
70,33
70,36
70,35
70,35
70,37
70,37
70,32
70,34
70,31
70,35
70,38
70,33
70,32
70,34
70,32
70,32
70,31
70,33
70,34
70,32
70,32
70,34
70,32
70,34
70,32
70,35
70,32
70,36
70,33
70,32
70,31
70,36
70,32
70,31
70,33
70,36
70,38
70,31
70,33
70,31
70,31
70,31
70,31
70,29
70,30
70,31
70,33
70,33
70,33
70,32
70,34
70,30
70,30
70,31
70,32
70,31
70,29
70,34
70,34
70,32
70,31
70,31
70,30
70,29
70,36
70,34
70,30
70,32
70,32
70,33
70,30
70,31
70,33
70,32
70,32
70,33
70,35
70,32
70,32
70,34
70,31
70,32
70,33
70,32
70,32
70,31
70,36
70,31
70,29
70,30
70,32
70,30
70,30
70,31
70,31
70,32
70,29
70,33
70,31
70,32
70,32
70,29
70,27
70,32
70,29
70,29
70,31
70,30
70,29
70,30
70,31
70,30
70,32
70,28
70,33
70,32
70,33
70,30
70,33
70,28
70,29
70,30
70,32
70,29
70,33
70,27
70,33
70,31
70,28
70,30
70,29
70,34
70,29
70,29
70,28
70,30
70,30
70,29
70,30
70,31
70,28
70,30
70,29
70,27
70,28
70,29
70,28
70,30
70,32
70,28
70,29
70,28
70,28
70,28
70,28
70,31
70,29
70,28
70,31
70,33
70,28
70,31
70,27
70,31
70,29
70,33
70,27
70,29
70,33
70,27
70,29
70,31
70,28
70,28
70,28
70,29
70,29
70,30
70,31
70,30
70,27
70,27
70,32
70,30
70,29
70,27
70,32
70,28
70,28
70,28
70,31
70,27
70,33
70,33
70,29
70,27
70,29
70,28
70,28
70,29
70,29
70,32
70,29
70,29
70,28
70,30
70,28
70,33
70,30
70,34
70,28
70,30
70,32
70,27
70,28
70,28
70,30
70,29
70,28
70,29
70,32
70,29
70,31
70,30
70,30
70,27
70,28
70,28
70,27
70,30
70,27
70,27
70,27
70,32
70,27
70,31
70,30
70,28
70,26
70,29
70,27
70,29
70,32
70,29
70,30
70,28
70,28
70,30
70,29
70,30
70,28
70,30
70,28
70,29
70,33
70,28
70,30
70,32
70,27
70,30
70,28
70,30
70,28
70,27
70,36
70,35
70,28
70,29
70,28
70,27
70,34
70,28
70,28
70,29
70,33
70,29
70,31
70,27
70,33
70,30
70,30
70,30
70,27
70,31
70,27
70,27
70,29
70,31
70,31
70,27
70,28
70,28
70,28
70,28
70,30
70,28
70,30
70,34
70,29
70,34
70,29
70,35
70,30
70,27
70,28
70,33
70,33
70,29
70,30
70,31
70,28
70,27
70,29
70,32
70,29
70,33
70,34
70,29
70,33
70,31
70,32
70,32
70,28
70,29
70,27
70,32
70,31
70,28
70,28
70,33
70,28
70,27
70,28
70,29
70,29
70,28
70,30
70,28
70,32
70,29
70,27
70,30
70,26
70,31
70,29
70,35
70,29
70,31
70,28
70,28
70,31
70,29
70,29
70,29
70,28
70,27
70,29
70,29
70,35
70,35
70,35
70,35
70,27
70,35
70,27
70,27
70,27
70,31
70,31
70,31
70,27
70,35
70,31
70,31
70,31
70,31
70,27
70,31
70,34
70,31
70,27
70,31
70,31
70,28
70,27
70,32
70,29
70,32
70,27
70,27
70,27
70,31
70,28
70,29
70,29
70,23
70,29
70,27
70,27
70,28
70,28
70,27
70,32
70,27
70,29
70,30
70,33
69,19
69,19
69,20
69,19
69,20
69,19
69,21
69,19
69,19
69,19
69,19
69,18
69,19
69,20
69,21
69,20
69,20
69,20
69,21
69,19
69,20
69,21
69,21
69,21
69,20
69,20
69,19
69,21
69,21
69,20
69,19
69,19
69,22
69,21
69,22
69,21
69,21
69,22
69,20
69,19
69,18
69,19
69,20
69,21
69,21
69,21
69,21
69,22
69,22
69,21
69,21
69,21
69,21
69,22
69,20
69,21
69,22
69,20
69,21
69,22
69,20
69,20
69,21
69,21
69,20
69,22
69,23
69,22
69,21
69,22
69,22
69,21
69,21
69,21
69,20
69,20
69,21
69,22
69,20
69,20
69,22
69,21
69,21
69,21
69,23
69,20
69,20
69,21
69,22
69,22
69,21
69,20
69,21
69,23
69,21
69,23
69,21
69,21
69,22
69,22
69,21
69,22
69,21
69,21
69,21
69,21
69,22
69,21
69,22
69,21
69,21
69,23
69,22
69,22
69,21
69,20
69,20
69,23
69,21
69,23
69,23
69,23
69,23
69,21
69,23
69,23
69,22
69,23
69,22
69,22
69,23
69,23
69,21
69,22
69,23
69,22
69,23
69,22
69,22
69,24
69,23
69,23
69,21
69,23
69,21
69,22
69,23
69,21
69,22
69,21
69,20
69,22
69,22
69,22
69,22
69,23
69,21
69,22
69,21
69,21
69,24
69,23
69,23
69,24
69,24
69,23
69,23
69,23
69,23
69,22
69,23
69,24
69,22
69,23
69,22
69,24
69,22
69,21
69,23
69,22
69,22
69,24
69,23
69,24
69,24
69,22
69,23
69,25
69,22
69,23
69,20
69,23
69,24
69,23
69,24
69,21
69,24
69,21
69,24
69,23
69,24
69,23
69,24
69,24
69,24
69,24
69,23
69,23
69,24
69,25
69,23
69,24
69,25
69,22
69,24
69,23
69,24
69,23
69,23
69,22
69,24
69,23
69,23
69,23
69,24
69,24
69,23
69,21
69,23
69,24
69,23
69,23
69,25
69,23
69,24
69,25
69,22
69,23
69,24
69,22
69,23
69,24
69,24
69,22
69,24
69,23
69,25
69,23
69,25
69,25
69,26
69,24
69,24
69,24
69,24
69,25
69,24
69,24
69,25
69,25
69,23
69,24
69,24
69,24
69,25
69,25
69,24
69,23
69,24
69,24
69,24
69,24
69,26
69,24
69,25
69,26
69,25
69,25
69,22
69,24
69,23
69,24
69,22
69,24
69,24
69,25
69,25
69,25
69,23
69,24
69,25
69,26
69,23
69,24
69,24
69,23
69,22
69,25
69,23
69,23
69,24
69,25
69,24
69,24
69,25
69,26
69,26
69,27
69,25
69,25
69,24
69,25
69,25
69,25
69,25
69,25
69,25
69,25
69,25
69,25
69,24
69,24
69,25
69,25
69,24
69,24
69,25
69,25
69,25
69,24
69,26
69,26
69,26
69,25
69,23
69,23
69,24
69,24
69,25
69,25
69,25
69,24
69,25
69,25
69,25
69,26
69,24
69,24
69,24
69,25
69,24
69,24
69,25
69,24
69,25
69,25
69,28
69,26
69,24
69,27
69,26
69,27
69,26
69,26
69,26
69,26
69,25
69,26
69,25
69,26
69,26
69,26
69,25
69,26
69,25
69,25
69,25
69,26
69,25
69,25
69,25
69,26
69,26
69,26
69,26
69,27
69,26
69,26
69,24
69,25
69,24
69,25
69,24
69,25
69,27
69,25
69,27
69,26
69,25
69,27
69,25
69,25
69,25
69,25
69,27
69,26
69,25
69,24
69,26
69,27
69,26
69,26
69,25
69,25
69,26
69,25
69,26
69,26
69,25
69,25
69,25
69,25
69,25
69,26
69,26
69,26
69,23
69,25
69,25
69,25
69,25
69,24
69,25
69,28
69,26
69,26
69,26
69,26
69,25
69,26
69,28
69,26
69,26
69,26
69,26
69,27
69,27
69,26
69,28
69,26
69,26
69,25
69,26
69,28
69,27
69,26
69,26
69,25
69,26
69,26
69,28
69,25
69,27
69,25
69,27
69,28
69,25
69,28
69,28
69,28
69,26
69,26
69,26
69,27
69,27
69,27
69,27
69,25
69,26
69,25
69,25
69,27
69,29
69,28
69,29
69,28
69,29
69,29
69,29
69,27
69,27
69,28
69,26
69,29
69,27
69,26
69,28
69,27
69,28
69,28
69,27
69,27
69,27
69,27
69,26
69,26
69,27
69,28
69,28
69,27
69,26
69,27
69,27
69,27
69,29
69,27
69,26
69,26
69,26
69,26
69,27
69,29
69,27
69,28
69,26
69,27
69,27
69,27
69,27
69,27
69,27
69,25
69,27
69,27
69,27
69,26
69,27
69,25
69,27
69,27
69,26
69,29
69,25
69,26
69,25
69,26
69,28
69,27
69,27
69,27
69,27
69,26
69,26
69,28
69,26
69,28
69,27
69,27
69,25
69,25
69,25
69,26
69,27
69,26
69,27
69,27
69,27
69,26
69,26
69,26
69,26
69,27
69,26
69,36
69,39
69,34
69,35
69,40
69,36
69,34
69,34
69,36
69,36
69,35
69,37
69,37
69,33
69,37
69,35
69,36
69,38
69,36
69,31
69,32
69,34
69,33
69,32
69,31
69,33
69,38
69,32
69,34
69,32
69,31
69,35
69,31
69,33
69,35
69,36
69,32
69,31
69,32
69,31
69,33
69,31
69,33
69,32
69,33
69,31
69,31
69,31
69,30
69,31
69,28
69,33
69,34
69,32
69,31
69,33
69,30
69,31
69,32
69,31
69,34
69,31
69,38
69,36
69,31
69,32
69,33
69,31
69,32
69,34
69,30
69,33
69,31
69,34
69,30
69,30
69,31
69,33
69,32
69,37
69,35
69,29
69,31
69,33
69,29
69,30
69,34
69,32
69,34
69,31
69,34
69,31
69,28
69,30
69,32
69,32
69,31
69,30
69,31
69,33
69,30
69,31
69,30
69,36
69,30
69,30
69,33
69,28
69,31
69,32
69,36
69,34
69,29
69,31
69,28
69,30
69,30
69,29
69,31
69,31
69,31
69,30
69,33
69,30
69,32
69,30
69,32
69,32
69,31
69,34
69,30
69,30
69,29
69,29
69,32
69,29
69,31
69,29
69,28
69,32
69,31
69,30
69,32
69,29
69,33
69,28
69,28
69,33
69,30
69,30
69,29
69,37
69,29
69,28
69,30
69,30
69,30
69,33
69,27
69,28
69,28
69,32
69,29
69,29
69,34
69,31
69,28
69,29
69,28
69,29
69,28
69,31
69,28
69,28
69,30
69,27
69,29
69,28
69,35
69,30
69,28
69,27
69,37
69,30
69,32
69,28
69,28
69,28
69,30
69,28
69,31
69,31
69,27
69,28
69,32
69,33
69,29
69,31
69,35
69,30
69,27
69,31
69,29
69,29
69,30
69,29
69,27
69,28
69,30
69,30
69,27
69,31
69,29
69,27
69,32
69,28
69,29
69,26
69,26
69,30
69,30
69,30
69,27
69,32
69,27
69,27
69,28
69,30
69,28
69,33
69,33
69,33
69,33
69,30
69,32
69,29
69,29
69,28
69,29
69,31
69,29
69,29
69,27
69,31
69,27
69,29
69,30
69,28
69,29
69,28
69,28
69,29
69,27
69,29
69,31
69,33
69,30
69,29
69,30
69,28
69,30
69,26
69,30
69,33
69,30
69,28
69,28
69,28
69,28
69,27
69,34
69,34
69,32
69,31
69,29
69,27
69,28
69,32
69,31
69,28
69,27
69,30
69,28
69,27
69,30
69,28
69,37
69,29
69,32
69,28
69,31
69,28
69,29
69,28
69,28
69,27
69,28
69,30
69,28
69,31
69,30
69,30
69,31
69,27
69,28
69,28
69,32
69,30
69,28
69,28
69,28
69,33
69,28
69,29
69,28
69,34
69,29
69,29
69,30
69,29
69,29
69,30
69,30
69,30
69,27
69,30
69,27
69,28
69,33
69,29
69,30
69,28
69,30
69,29
69,28
69,35
69,35
69,35
69,31
69,27
69,31
69,27
69,27
69,27
69,31
69,31
69,35
69,35
69,27
69,27
69,27
69,28
69,29
69,29
69,34
69,32
69,27
69,27
69,31
69,27
69,26
69,35
69,28
69,29
69,31
69,35
69,31
69,27
69,28
69,27
69,27
69,30
69,31
69,28
69,28
69,30
69,27
69,30
69,27
69,27
69,27
69,31
69,28
69,27
69,28
69,27
69,35
69,27
69,30
69,29
69,32
68,18
68,19
68,17
68,18
68,18
68,19
68,20
68,19
68,16
68,20
68,20
68,20
68,19
68,19
68,21
68,21
68,19
68,19
68,20
68,18
68,18
68,21
68,19
68,20
68,19
68,20
68,20
68,19
68,21
68,19
68,19
68,21
68,22
68,20
68,22
68,20
68,20
68,21
68,20
68,21
68,19
68,19
68,21
68,20
68,19
68,21
68,22
68,20
68,22
68,19
68,22
68,19
68,21
68,19
68,18
68,21
68,20
68,22
68,21
68,22
68,21
68,22
68,22
68,20
68,21
68,22
68,21
68,21
68,20
68,19
68,20
68,20
68,22
68,22
68,22
68,20
68,22
68,21
68,23
68,23
68,20
68,21
68,22
68,21
68,20
68,20
68,20
68,20
68,22
68,20
68,22
68,22
68,22
68,21
68,21
68,19
68,21
68,22
68,21
68,22
68,23
68,23
68,22
68,23
68,22
68,23
68,22
68,21
68,21
68,22
68,22
68,23
68,23
68,21
68,22
68,21
68,22
68,22
68,22
68,21
68,23
68,23
68,22
68,21
68,22
68,23
68,21
68,21
68,21
68,21
68,23
68,22
68,21
68,22
68,22
68,23
68,22
68,20
68,22
68,20
68,23
68,24
68,21
68,23
68,24
68,23
68,22
68,23
68,22
68,22
68,23
68,22
68,23
68,23
68,22
68,22
68,23
68,23
68,23
68,24
68,21
68,23
68,22
68,22
68,21
68,22
68,22
68,19
68,20
68,22
68,21
68,21
68,21
68,21
68,22
68,21
68,22
68,22
68,21
68,22
68,22
68,21
68,21
68,22
68,20
68,22
68,24
68,24
68,24
68,24
68,23
68,24
68,23
68,24
68,24
68,23
68,23
68,24
68,23
68,23
68,24
68,24
68,23
68,23
68,22
68,23
68,21
68,23
68,23
68,22
68,20
68,23
68,22
68,22
68,21
68,22
68,22
68,22
68,21
68,23
68,21
68,23
68,22
68,23
68,21
68,23
68,25
68,24
68,24
68,24
68,24
68,24
68,25
68,24
68,24
68,24
68,24
68,23
68,23
68,23
68,24
68,22
68,23
68,23
68,23
68,24
68,22
68,23
68,24
68,24
68,24
68,23
68,24
68,23
68,24
68,22
68,24
68,23
68,22
68,24
68,23
68,23
68,22
68,24
68,21
68,24
68,22
68,23
68,24
68,23
68,22
68,25
68,25
68,26
68,24
68,25
68,25
68,25
68,24
68,25
68,26
68,25
68,24
68,24
68,24
68,26
68,24
68,25
68,26
68,26
68,24
68,24
68,26
68,25
68,26
68,24
68,24
68,24
68,23
68,24
68,23
68,25
68,24
68,24
68,23
68,25
68,24
68,23
68,24
68,23
68,23
68,24
68,23
68,25
68,26
68,25
68,22
68,24
68,24
68,23
68,24
68,26
68,24
68,25
68,23
68,21
68,24
68,22
68,22
68,25
68,25
68,25
68,23
68,25
68,25
68,24
68,22
68,26
68,26
68,25
68,25
68,26
68,23
68,25
68,25
68,25
68,25
68,25
68,26
68,26
68,24
68,24
68,25
68,25
68,25
68,24
68,24
68,23
68,25
68,24
68,24
68,26
68,26
68,26
68,24
68,25
68,24
68,26
